part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,product_types,brand,availability,product_url
Refrigerator Mwf Manifold,PS17139673,WR02X45206,,Really Easy ,30 - 60 mins ,Not dispensing water | Leaking | Noisy,Refrigerator.,GE,In Stock,https://www.partselect.com/PS17139673-GE-WR02X45206-MWF-MANIFOLD.htm?SourceCode=18
Refrigerator Small Cube Icemaker,PS16874486,WR30X39345,,Very Easy ,Less than 15 mins ,Ice maker not making ice,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16874486-GE-WR30X39345-SMALL-CUBE-ICEMAKER.htm?SourceCode=18
Refrigerator Plastic Tube,PS3536013,MJU62070602,,Really Easy ,30 - 60 mins ,Leaking | Not dispensing water,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3536013-LG-MJU62070602-Refrigerator-Plastic-Tube.htm?SourceCode=18
Refrigerator P-trap Drain Tube Kit,PS8691807,W10619951,,Really Easy ,30 - 60 mins ,Leaking | Freezer not defrosting | Frost buildup | Fridge too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS8691807-Whirlpool-W10619951-Refrigerator-P-Trap-Drain-Tube-Kit.htm?SourceCode=18
Refrigerator Union Connector 5/16 To,PS758446,WR02X11330,,Easy ,30 - 60 mins ,Leaking | Not dispensing water | Ice maker not making ice,Refrigerator.,GE,In Stock,https://www.partselect.com/PS758446-GE-WR02X11330-Refrigerator-Union-Connector-5-16-To-5-16.htm?SourceCode=18
Refrigerator Mwf Manifold,PS17626590,WR02X45209,,Easy ,15 - 30 mins ,Not dispensing water | Leaking,Refrigerator.,GE,In Stock,https://www.partselect.com/PS17626590-GE-WR02X45209-MWF-MANIFOLD.htm?SourceCode=18
Refrigerator Water Tube,PS12745424,W11415785,,Really Easy ,15 - 30 mins ,Leaking | Ice maker not making ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12745424-Whirlpool-W11415785-Water-Tube.htm?SourceCode=18
Refrigerator Manifold,PS12731617,5304522623,,N/A,N/A,Leaking | Not dispensing water,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12731617-Frigidaire-5304522623-MANIFOLD.htm?SourceCode=18
Refrigerator Holder Pipe,PS3535430,MEG61879201,,N/A,N/A,Leaking,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3535430-LG-MEG61879201-Holder-Pipe.htm?SourceCode=18
Refrigerator Plastic Tube,PS3526625,5210JA3005E,,Really Easy ,30 - 60 mins ,Leaking,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3526625-LG-5210JA3005E-Refrigerator-Plastic-Tube.htm?SourceCode=18
Refrigerator Temperature Sensor,PS304103,WR55X10025,,Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Fridge too cold | Freezer not defrosting,"Refrigerator, Freezer, Range.",GE,In Stock,https://www.partselect.com/PS304103-GE-WR55X10025-Refrigerator-Temperature-Sensor.htm?SourceCode=18
Refrigerator Ice Maker Bin Temperature Sensor,PS11755842,WPW10511923,,Very Easy ,15 - 30 mins ,N/A,"Ice Maker, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11755842-Whirlpool-WPW10511923-Ice-Maker-Bin-Temperature-Sensor.htm?SourceCode=18
Refrigerator Dryer Radiant Flame Sensor,PS11741429,WP338906,,Easy ,30 - 60 mins ,Not Heating,"Dryer, Washer Dryer Combo, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11741429-Whirlpool-WP338906-Dryer-Radiant-Flame-Sensor.htm?SourceCode=18
Refrigerator Temperature Sensor,PS11753994,WPW10383615,,Really Easy ,30 - 60 mins ,Freezer not defrosting | Frost buildup | Fridge too warm | Too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11753994-Whirlpool-WPW10383615-Refrigerator-Temperature-Sensor.htm?SourceCode=18
Refrigerator Temperature Sensor,PS4138666,DA32-10104N,,Easy ,30 - 60 mins ,Fridge too warm | Fridge too cold,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4138666-Samsung-DA32-10104N-Temperature-Sensor.htm?SourceCode=18
Refrigerator Thermistor,PS2003772,12002355,,Easy ,30 - 60 mins ,Fridge too cold | Fridge too warm | Freezer too cold | Freezer section too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS2003772-Whirlpool-12002355-Thermistor.htm?SourceCode=18
Refrigerator Thermistor,PS12745758,W11438736,,Easy ,15 - 30 mins ,Fridge too cold,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12745758-Whirlpool-W11438736-THERMISTOR.htm?SourceCode=18
Refrigerator Temperature Sensor,PS1527511,297110400,,N/A,N/A,Fridge too cold,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS1527511-Frigidaire-297110400-Temperature-Sensor.htm?SourceCode=18
Refrigerator Temperature Sensor,PS11753996,WPW10384183,,N/A,N/A,Fridge too cold | Too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11753996-Whirlpool-WPW10384183-Temperature-Sensor.htm?SourceCode=18
Refrigerator Thermistor,PS2580944,W10316760,,Easy ,1- 2 hours ,Fridge too warm | Fridge too cold | Freezer not defrosting,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS2580944-Whirlpool-W10316760-Refrigerator-Thermistor.htm?SourceCode=18
Refrigerator Dispenser Door Assembly Or Flapper,PS964304,WR17X11653,,Easy ,30 - 60 mins ,Door Sweating | Ice maker won’t dispense ice | Frost buildup | Leaking,Refrigerator.,GE,In Stock,https://www.partselect.com/PS964304-GE-WR17X11653-Refrigerator-Dispenser-Door-Assembly-Or-Flapper.htm?SourceCode=18
Refrigerator Water Dispenser Actuator,PS1526418,241685703,,Easy ,30 - 60 mins ,Not dispensing water,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1526418-Frigidaire-241685703-Water-Dispenser-Actuator.htm?SourceCode=18
Refrigerator Dispenser Control Module,PS12071009,242270106,,Easy ,30 - 60 mins ,Ice maker dispenses too much ice | Not dispensing water | Leaking,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12071009-Frigidaire-242270106-Dispenser-Control-Module.htm?SourceCode=18
Refrigerator Drip Tray,PS3487867,WR17X12910,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS3487867-GE-WR17X12910-Refrigerator-Drip-Tray.htm?SourceCode=18
Refrigerator Drip Tray (grey),PS12364140,241649007,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12364140-Frigidaire-241649007-Drip-Tray-Grey.htm?SourceCode=18
Refrigerator Water Dispenser Actuator,PS1526383,241682003,,Easy ,30 - 60 mins ,Not dispensing water | Leaking,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1526383-Frigidaire-241682003-Water-Dispenser-Actuator.htm?SourceCode=18
Refrigerator Paddle Assembly,PS8758404,WR17X20449,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS8758404-GE-WR17X20449-Refrigerator-Paddle-Assembly.htm?SourceCode=18
Refrigerator Grille Overflow (black),PS11739623,WP2206670B,,Really Easy ,Less than 15 mins ,Leaking,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739623-Whirlpool-WP2206670B-Refrigerator-Grille-Overflow-Black.htm?SourceCode=18
Refrigerator Ice Dispenser Module,PS10060200,242074223,,Easy ,15 - 30 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS10060200-Frigidaire-242074223-Ice-Dispenser-Module.htm?SourceCode=18
Refrigerator Dispenser Front (stainless),PS6447753,WR17X13200,,Really Easy ,1- 2 hours ,Not dispensing water,Refrigerator.,GE,In Stock,https://www.partselect.com/PS6447753-GE-WR17X13200-Refrigerator-Dispenser-Front-Stainless.htm?SourceCode=18
Refrigerator Evaporator Fan Blade,PS1018129,WR60X10204,,Easy ,30 - 60 mins ,Noisy | Fridge too warm | Clicking sound | Freezer section too warm,Refrigerator.,GE,On Order,https://www.partselect.com/PS1018129-GE-WR60X10204-Refrigerator-Evaporator-Fan-Blade.htm?SourceCode=18
Refrigerator Condenser Fan Blade,PS11703633,241639502,,Really Easy ,30 - 60 mins ,Noisy | Fridge too warm,"Refrigerator, Freezer, Wine and Beverage Cooler.",Frigidaire,In Stock,https://www.partselect.com/PS11703633-Frigidaire-241639502-Condenser-Fan-Blade.htm?SourceCode=18
Refrigerator Evaporator Fan Blade,PS473177,5308000010,,Really Easy ,30 - 60 mins ,Noisy | Fridge too warm,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS473177-Frigidaire-5308000010-Evaporator-Fan-Blade.htm?SourceCode=18
Refrigerator Fan Blade Assembly,PS1022410,WR60X10207,,Easy ,30 - 60 mins ,Noisy | Freezer section too warm | Fridge too warm,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1022410-GE-WR60X10207-Refrigerator-Fan-Blade-Assembly.htm?SourceCode=18
Refrigerator Fan Blade,PS2361234,240524102,,Really Easy ,Less than 15 mins ,Noisy | Clicking sound | Fridge too warm,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS2361234-Frigidaire-240524102-Fan-Blade.htm?SourceCode=18
Refrigerator Freezer Fan Blade,PS11738973,WP2169142,,Easy ,30 - 60 mins ,Noisy | Fridge too warm | Too warm | Freezer section too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11738973-Whirlpool-WP2169142-Freezer-Fan-Blade.htm?SourceCode=18
Refrigerator Condenser Fan Blade,PS16762845,WR60X42350,,Really Easy ,15 - 30 mins ,Noisy | Clicking sound,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16762845-GE-WR60X42350-CONDENSER-FAN-BLADE.htm?SourceCode=18
Refrigerator Evaporator Fan Blade,PS12730613,WR60X30922,,Easy ,30 - 60 mins ,Noisy | Freezer section too warm | Clicking sound | Fridge too warm,"Refrigerator, Freezer.",GE,In Stock,https://www.partselect.com/PS12730613-GE-WR60X30922-EVAPORATOR-FAN-BLADE.htm?SourceCode=18
Refrigerator Fan Blade (black),PS10060218,242219302,,Really Easy ,15 - 30 mins ,Noisy,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS10060218-Frigidaire-242219302-Refrigerator-Fan-Blade-Black.htm?SourceCode=18
Refrigerator Fan Blade & Spring Clip,PS11754833,WPW10445742,,Easy ,15 - 30 mins ,Noisy | Too warm | Frost buildup,"Freezer, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11754833-Whirlpool-WPW10445742-Refrigerator-Fan-Blade-Spring-Clip.htm?SourceCode=18
Refrigerator Compressor Start Relay,PS11750123,WPW10197428,,Really Easy ,15 - 30 mins ,Will Not Start | Fridge and Freezer are too warm | Fridge too warm | Clicking sound,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11750123-Whirlpool-WPW10197428-Refrigerator-Compressor-Start-Relay.htm?SourceCode=18
Refrigerator Compressor Start Relay,PS3502347,297237702,,Easy ,15 - 30 mins ,Will Not Start | Won’t start | Fridge too warm | Too warm,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS3502347-Frigidaire-297237702-Compressor-Start-Relay.htm?SourceCode=18
Refrigerator Compressor Start Device And Capacitor,PS8746522,W10613606,,Easy ,30 - 60 mins ,Will Not Start | Fridge too warm | Fridge and Freezer are too warm | Freezer section too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS8746522-Whirlpool-W10613606-Refrigerator-Compressor-Start-Device-And-Capacitor.htm?SourceCode=18
Refrigerator Start Device,PS11728176,297259515,,N/A,N/A,Won’t start,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS11728176-Frigidaire-297259515-Start-Device.htm?SourceCode=18
Refrigerator Compressor Set Assembly,PS12739218,TCA38151706,,N/A,N/A,Fridge and Freezer are too warm,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS12739218-LG-TCA38151706-Refrigerator-Compressor-Set-Assembly.htm?SourceCode=18
Refrigerator Start Relay,PS11754876,WPW10448874,,Really Easy ,15 - 30 mins ,Fridge too warm | Fridge and Freezer are too warm | Will Not Start | Clicking sound,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11754876-Whirlpool-WPW10448874-Start-Relay.htm?SourceCode=18
Refrigerator Combination Start Device,PS11740412,WP2319792,,Really Easy ,15 - 30 mins ,Will Not Start | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11740412-Whirlpool-WP2319792-Refrigerator-Combination-Start-Device.htm?SourceCode=18
Refrigerator Evaporator,PS12705209,297414901,,N/A,N/A,Fridge too warm,"Freezer, Refrigerator.",Frigidaire,In Stock,https://www.partselect.com/PS12705209-Frigidaire-297414901-EVAPORATOR.htm?SourceCode=18
Refrigerator Start Device,PS16543583,W11524472,,N/A,N/A,N/A,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS16543583-Whirlpool-W11524472-Start-Device.htm?SourceCode=18
Refrigerator Compressor Overload & Start Relay,PS11750010,WPW10194431,,Very Easy ,Less than 15 mins ,Fridge too warm | Fridge and Freezer are too warm | Clicking sound,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11750010-Whirlpool-WPW10194431-Compressor-Overload-Start-Relay.htm?SourceCode=18
Refrigerator Control Bracket,PS11739027,WP2180226,,Really Easy ,15 - 30 mins ,Not dispensing water | Ice maker won’t dispense ice | Ice maker not making ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739027-Whirlpool-WP2180226-Refrigerator-Control-Bracket.htm?SourceCode=18
Refrigerator Bracket,PS11754209,WPW10397055,,N/A,N/A,Door won’t open or close,Refrigerator.,Whirlpool,On Order,https://www.partselect.com/PS11754209-Whirlpool-WPW10397055-Bracket.htm?SourceCode=18
Refrigerator Door Holder,PS3535435,MEG61899901,,N/A,N/A,Door won’t open or close,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3535435-LG-MEG61899901-Refrigerator-Door-Holder.htm?SourceCode=18
Refrigerator Guide,PS8747121,808274201,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS8747121-Frigidaire-808274201-GUIDE.htm?SourceCode=18
Refrigerator Freezer Door Handle Mounting Bracket (right),PS12716351,DA97-11913L,,N/A,N/A,N/A,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS12716351-Samsung-DA97-11913L-Freezer-Door-Handle-Mounting-Bracket-Right.htm?SourceCode=18
Refrigerator Evaporator Fan Bracket,PS12583176,WR21X30013,,Really Easy ,15 - 30 mins ,Noisy,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12583176-GE-WR21X30013-Evaporator-Fan-Bracket.htm?SourceCode=18
Refrigerator Evaporator Fan Bracket,PS12583177,WR21X30022,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12583177-GE-WR21X30022-Evaporator-Fan-Bracket.htm?SourceCode=18
Refrigerator Motor Bracket Assembly,PS16661343,ABA74248415,,Really Easy ,30 - 60 mins ,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS16661343-LG-ABA74248415-Motor-Bracket-Assembly.htm?SourceCode=18
Refrigerator Ice Maker Cover Bracket,PS11739245,WP2198641,,Really Easy ,15 - 30 mins ,Ice maker not making ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739245-Whirlpool-WP2198641-Ice-Maker-Cover-Bracket.htm?SourceCode=18
Refrigerator Reinforced Cap Handle,PS4145106,DA61-06658A,,N/A,N/A,N/A,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4145106-Samsung-DA61-06658A-Refrigerator-Reinforced-Cap-Handle.htm?SourceCode=18
Refrigerator Defrost Timer,PS12585793,5304518034,,Really Easy ,30 - 60 mins ,Too warm | Frost buildup | Won’t start | Fridge too warm,"Freezer, Refrigerator.",Frigidaire,In Stock,https://www.partselect.com/PS12585793-Frigidaire-5304518034-DEFROST-TIMER.htm?SourceCode=18
Refrigerator Defrost Timer (60hz 120v),PS423801,215846602,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Will Not Start,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS423801-Frigidaire-215846602-Defrost-Timer-60hz-120v.htm?SourceCode=18
Refrigerator Defrost Timer,PS11723171,W10822278,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Leaking,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11723171-Whirlpool-W10822278-Refrigerator-Defrost-Timer.htm?SourceCode=18
Refrigerator Defrost Timer (120v 60hz),PS423802,215846604,,Easy ,1- 2 hours ,Fridge too warm | Freezer not defrosting | Fridge and Freezer are too warm | Will Not Start,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS423802-Frigidaire-215846604-Defrost-Timer-120v-60hz.htm?SourceCode=18
Refrigerator Defrost Timer - 120v 60hz,PS310869,WR9X502,,Easy ,15 - 30 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Fridge and Freezer are too warm,"Refrigerator, Freezer.",GE,In Stock,https://www.partselect.com/PS310869-GE-WR9X502-Defrost-Timer-120V-60Hz.htm?SourceCode=18
Refrigerator 6-hour Defrost Timer,PS16227343,5304526183,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16227343-Frigidaire-5304526183-6-Hour-Defrost-Timer.htm?SourceCode=18
Refrigerator Defrost Timer Kit,PS2167006,R0131577,,Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Fridge runs too long,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS2167006-Whirlpool-R0131577-Refrigerator-Defrost-Timer-Kit.htm?SourceCode=18
Refrigerator Defrost Timer,PS310858,WR9X489,,Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Fridge runs too long,Refrigerator.,GE,In Stock,https://www.partselect.com/PS310858-GE-WR9X489-Refrigerator-Defrost-Timer.htm?SourceCode=18
Refrigerator Defrost Timer,PS16744893,W11609704,,N/A,N/A,N/A,"Wine and Beverage Cooler, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS16744893-Whirlpool-W11609704-Defrost-Timer.htm?SourceCode=18
Refrigerator Primer,PS347826,350942,,N/A,N/A,N/A,"Refrigerator, Range, Dishwasher, Wall Oven.",Whirlpool,In Stock,https://www.partselect.com/PS347826-Whirlpool-350942-PRIMER.htm?SourceCode=18
Refrigerator French Door Spring,PS4163672,DA81-01345B,,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4163672-Samsung-DA81-01345B-Refrigerator-French-Door-Spring.htm?SourceCode=18
Refrigerator Spring Pin,PS4163673,DA81-01346A,,Really Easy ,30 - 60 mins ,Door won’t open or close,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4163673-Samsung-DA81-01346A-Spring-Pin.htm?SourceCode=18
Refrigerator Recess Door Spring,PS285013,WR02X10585,,Easy ,30 - 60 mins ,Door latch failure | Door Sweating | Ice maker won’t dispense ice | Door won’t open or close,"Refrigerator, Dishwasher.",GE,In Stock,https://www.partselect.com/PS285013-GE-WR02X10585-Refrigerator-Recess-Door-Spring.htm?SourceCode=18
Refrigerator Spring,PS6012670,MHY62044106,,Easy ,30 - 60 mins ,Door won’t open or close,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS6012670-LG-MHY62044106-Spring.htm?SourceCode=18
Refrigerator Spring Hinge Mullion,PS6011724,WR01X11052,,Very Difficult ,30 - 60 mins ,Door won’t open or close,Refrigerator.,GE,In Stock,https://www.partselect.com/PS6011724-GE-WR01X11052-Spring-Hinge-Mullion.htm?SourceCode=18
Refrigerator Spring Clutch Am,PS8757896,WR02X13645,,N/A,N/A,Ice maker won’t dispense ice,Refrigerator.,GE,In Stock,https://www.partselect.com/PS8757896-GE-WR02X13645-SPRING-CLUTCH-AM.htm?SourceCode=18
Refrigerator Spring Torsion,PS1483166,WR02X12256,,Difficult ,30 - 60 mins ,Not dispensing water,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1483166-GE-WR02X12256-SPRING-TORSION.htm?SourceCode=18
Refrigerator Torsionfit Spring,PS2374786,WR49X10233,,Really Easy ,30 - 60 mins ,Not dispensing water,Refrigerator.,GE,Special Order,https://www.partselect.com/PS2374786-GE-WR49X10233-Refrigerator-Torsionfit-Spring.htm?SourceCode=18
Refrigerator Mullion Spring,PS12344714,WR01X29937,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12344714-GE-WR01X29937-MULLION-SPRING.htm?SourceCode=18
Refrigerator Door Closure Spring,PS283682,WR01X10255,,A Bit Difficult ,15 - 30 mins ,Door won’t open or close,"Refrigerator, Freezer.",GE,In Stock,https://www.partselect.com/PS283682-GE-WR01X10255-Door-Closure-Spring.htm?SourceCode=18
Refrigerator Bearing,PS12731471,5304522194,,N/A,N/A,N/A,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS12731471-Frigidaire-5304522194-Refrigerator-Bearing.htm?SourceCode=18
Refrigerator Bearing,PS12741835,5304522193,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12741835-Frigidaire-5304522193-Refrigerator-Bearing.htm?SourceCode=18
Refrigerator Bearing,PS12731414,5304519757,,N/A,N/A,N/A,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS12731414-Frigidaire-5304519757-Refrigerator-Bearing.htm?SourceCode=18
Refrigerator Bearing,PS2331664,241760404,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS2331664-Frigidaire-241760404-BEARING.htm?SourceCode=18
Refrigerator Bearing,PS12718061,5304520519,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS12718061-Frigidaire-5304520519-BEARING.htm?SourceCode=18
Refrigerator Bushing Motor Mounting,PS977052,241563601,,Easy ,30 - 60 mins ,Noisy,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS977052-Frigidaire-241563601-Bushing-Motor-Mounting.htm?SourceCode=18
Refrigerator Nut Bearing,PS11738298,WP1119018,,Really Easy ,15 - 30 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738298-Whirlpool-WP1119018-Refrigerator-Nut-Bearing.htm?SourceCode=18
Refrigerator Ring Thrust,PS11743303,WP62658,,N/A,N/A,N/A,"Washer, Washer Dryer Combo, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11743303-Whirlpool-WP62658-Ring-Thrust.htm?SourceCode=18
Refrigerator Bushing,PS11775641,5304508006,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS11775641-Frigidaire-5304508006-BUSHING.htm?SourceCode=18
Refrigerator Bushing,PS11755841,WPW10511911,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS11755841-Whirlpool-WPW10511911-Bushing.htm?SourceCode=18
Refrigerator Kickplate Grille (apollo Gray),PS11756053,WPW10534155,,Really Easy ,30 - 60 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11756053-Whirlpool-WPW10534155-Refrigerator-Kickplate-Grille-Apollo-Gray.htm?SourceCode=18
Refrigerator Kickplate Grille,PS2340503,WR74X10270,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS2340503-GE-WR74X10270-Kickplate-Grille.htm?SourceCode=18
Refrigerator Kickplate Grille (black),PS11756051,WPW10534153,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11756051-Whirlpool-WPW10534153-Refrigerator-Kickplate-Grille-Black.htm?SourceCode=18
Refrigerator Kickplate Grille,PS1991399,241839405,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1991399-Frigidaire-241839405-Kickplate-Grille.htm?SourceCode=18
Refrigerator Grille-frt,PS11756054,WPW10534160,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11756054-Whirlpool-WPW10534160-GRILLE-FRT.htm?SourceCode=18
Refrigerator Grille,PS11754213,WPW10397395,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11754213-Whirlpool-WPW10397395-Grille.htm?SourceCode=18
Refrigerator Kickplate Grille (white),PS11756052,WPW10534154,,N/A,N/A,N/A,Refrigerator.,Whirlpool,On Order,https://www.partselect.com/PS11756052-Whirlpool-WPW10534154-Refrigerator-Kickplate-Grille-White.htm?SourceCode=18
Refrigerator Kickplate Grille,PS1525951,240324411,,Easy ,15 - 30 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1525951-Frigidaire-240324411-Kickplate-Grille.htm?SourceCode=18
Refrigerator Kickplate Grille (gray),PS3495494,242054804,,N/A,N/A,N/A,Refrigerator.,Frigidaire,On Order,https://www.partselect.com/PS3495494-Frigidaire-242054804-Kickplate-Grille-Gray.htm?SourceCode=18
Refrigerator Lower Cover Holder,PS3524311,4930JJ2021A,,Very Easy ,Less than 15 mins ,N/A,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3524311-LG-4930JJ2021A-Refrigerator-Lower-Cover-Holder.htm?SourceCode=18
Refrigerator Bucket/trim Assembly,PS17629372,W11706640,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS17629372-Whirlpool-W11706640-Bucket-Trim-Assembly.htm?SourceCode=18
Refrigerator Shelf Front Trim (white),PS430138,240357703,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS430138-Frigidaire-240357703-Shelf-Front-Trim-White.htm?SourceCode=18
Refrigerator Door Trim,PS12114490,W11129820,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12114490-Whirlpool-W11129820-Door-Trim.htm?SourceCode=18
Refrigerator Door Trim,PS12070848,W11097831,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12070848-Whirlpool-W11097831-Door-Trim.htm?SourceCode=18
Refrigerator Door Trim,PS16744849,W11606660,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS16744849-Whirlpool-W11606660-Door-Trim.htm?SourceCode=18
Refrigerator Trim Shelf Fz,PS1015820,WR38X10368,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1015820-GE-WR38X10368-Refrigerator-Trim-Shelf-Fz.htm?SourceCode=18
Refrigerator Vertical Mullion Rail (white),PS11738597,WP12722803W,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738597-Whirlpool-WP12722803W-Refrigerator-Vertical-Mullion-Rail-White.htm?SourceCode=18
Refrigerator Trim,PS16227282,5304525937,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16227282-Frigidaire-5304525937-TRIM.htm?SourceCode=18
